 LAP_NUMBER,LAP_TIME, S1, S2, S3, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,Sum of Sheet1 (2).AIR_TEMP,Sum of Sheet1 (2).TRACK_TEMP,Sum of Sheet1 (2).HUMIDITY,Sum of Sheet1 (2).PRESSURE,Sum of Sheet1 (2).WIND_SPEED,Sum of Sheet1 (2).WIND_DIRECTION,ACO,AL,ALOTTE,AS,EMORT,J,JVER,LGRA,MEV,MNT,N,NN,NVR,NL,OROWL,OTUR,PWEHRL,RFRI,RR,SB,SBU,SVANDOO,SM,TB,250,Qualifying Group 1,Qualifying Group 2,Qualifying Group 3,Qualifying Group 4
1,162,128.7,46.782,29.012,58.4,204.5,1164.5,128.7,46.8,29,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,72,26.729,39.274,25.85,130,296.3,1256.3,26.7,39.3,25.8,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,116,134,45.913,34.858,55.6,214.8,1174.8,134,45.9,34.9,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2,133,27.105,39.446,26.082,128.9,307.4,1267.4,27.1,39.4,26.1,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1,115,127.4,45.291,28.063,59.5,200.7,1160.7,127.4,45.3,28.1,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,105,26.879,39.161,25.912,129.9,292.7,1252.7,26.9,39.2,25.9,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,82,167.4,38.427,32.168,45.1,238,238,167.4,38.4,32.2,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2,73,27.983,29.273,28.532,125.1,323.8,323.8,28,29.3,28.5,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,99,166.8,38.591,31.874,45.2,237.3,237.3,166.8,38.6,31.9,956.93524,1331.6,3530.67,49023.662,221.66721,10119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,104,26.963,29.14,28.778,126.5,322.2,322.2,27,29.1,28.8,956.93524,1331.6,3530.67,49023.662,221.66721,10119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,87,167.4,38.443,33.28,44.9,239.1,239.1,167.4,38.4,33.3,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2,86,27.589,29.418,28.38,125.7,324.5,324.5,27.6,29.4,28.4,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,85,166.1,38.779,31.683,45.4,236.6,236.6,166.1,38.8,31.7,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2,104,27.075,29.254,28.605,126.4,321.5,321.5,27.1,29.3,28.6,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,74,167.8,37.343,31.912,45.3,237.1,237.1,167.8,37.3,31.9,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2,131,28.506,29.145,28.495,124.6,323.2,323.2,28.5,29.1,28.5,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1,76,168.2,37.642,32.025,45.1,237.8,237.8,168.2,37.6,32,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2,111,28.425,29.478,28.51,124.2,324.3,324.3,28.4,29.5,28.5,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1,110,162.5,35.066,35.971,46,233.6,713.6,162.5,35.1,36,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,89,26.551,29.03,28.227,128.1,317.4,797.4,26.6,29,28.2,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,102,155.3,33.131,34.036,48.3,222.4,702.4,155.3,33.1,34,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,26.796,28.854,28.346,127.8,306.4,786.4,26.8,28.9,28.3,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,72,149.7,34.874,33.054,49.3,217.6,697.6,149.7,34.9,33.1,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,73,26.651,28.992,28.243,128,301.5,781.5,26.7,29,28.2,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,93,156.9,33.981,38.015,46.9,228.9,708.9,156.9,34,38,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2,73,27.408,29.109,28.301,126.6,313.8,793.8,27.4,29.1,28.3,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1,83,145.7,35.465,32.204,50.3,213.4,693.4,145.7,35.5,32.2,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,71,26.791,29.254,28.241,127.4,297.7,777.7,26.8,29.3,28.2,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,122,155.9,33.402,37.45,47.3,226.7,706.7,155.9,33.4,37.5,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2,84,26.464,28.915,28.126,128.6,310.2,790.2,26.5,28.9,28.1,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,88,162.5,31.218,30.848,47.8,224.6,1664.6,162.5,31.2,30.8,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2,83,26.721,30.261,28.827,125.1,310.4,1750.4,26.7,30.3,28.8,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,70,122.6,36.962,31.879,56.1,191.5,1631.5,122.6,37,31.9,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,83,27.089,29.314,28.589,126.3,276.5,1716.5,27.1,29.3,28.6,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,94,143.5,32.568,30.408,52,206.4,1646.4,143.5,32.6,30.4,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2,23,26.757,29.199,28.75,126.7,291.1,1731.1,26.8,29.2,28.7,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,72,60,34.998,30.405,85.6,125.4,1565.4,60,35,30.4,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,72,26.834,29.298,29.598,125.2,211.2,1651.2,26.8,29.3,29.6,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,74,131.9,35.172,32.125,53.9,199.2,1639.2,131.9,35.2,32.1,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2,103,27.095,29.631,28.678,125.7,284.6,1724.6,27.1,29.6,28.7,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,93,148.7,38.224,31.71,49.1,218.6,1658.6,148.7,38.2,31.7,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2,117,26.712,34.597,29.259,118.5,309.2,1749.2,26.7,34.6,29.3,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,94,148.4,33.324,31.653,50.3,213.4,1173.4,148.4,33.3,31.7,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,112,26.864,29.213,28.412,127.1,297.9,1257.9,26.9,29.2,28.4,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,95,134.6,31.253,30.335,54.7,196.2,1156.2,134.6,31.3,30.3,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,102,26.649,29.26,28.163,127.7,280.3,1240.3,26.6,29.3,28.2,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,110,149.6,33.834,33.17,49.6,216.6,1176.6,149.6,33.8,33.2,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,99,26.892,29.081,28.452,127.2,301.1,1261.1,26.9,29.1,28.5,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,69,150.9,34.737,35.423,48.6,221.1,1181.1,150.9,34.7,35.4,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,105,26.703,29.804,28.325,126.5,305.9,1265.9,26.7,29.8,28.3,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,105,152.7,35.919,34.177,48.2,222.8,1182.8,152.7,35.9,34.2,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,85,27.111,28.891,29.35,125.8,308.2,1268.2,27.1,28.9,29.3,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,85,145,34.445,30.374,51.2,209.8,1169.8,145,34.4,30.4,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,89,27.2,29.656,28.737,125.4,295.4,1255.4,27.2,29.7,28.7,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,96,161.2,34.619,32.996,53.1,228.8,228.8,161.2,34.6,33,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2,90,29.61,31.426,26.583,138.7,316.4,316.4,29.6,31.4,26.6,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,76,45.388,35.792,32.819,106.6,114,114,45.4,35.8,32.8,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,89,35.266,36.705,30.399,118.7,216.4,216.4,35.3,36.7,30.4,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,123,29.333,31.203,26.378,139.8,303.3,303.3,29.3,31.2,26.4,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,153,163.1,34.312,34.059,52.5,231.5,231.5,163.1,34.3,34.1,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2,89,29.626,31.125,26.691,139,318.9,318.9,29.6,31.1,26.7,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,87,62.5,33.868,29.921,96.3,126.3,126.3,62.5,33.9,29.9,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2,85,34.042,36.625,33.82,116.3,230.8,230.8,34,36.6,33.8,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3,105,29.531,31.081,26.705,139.2,318.1,318.1,29.5,31.1,26.7,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1,94,54.275,37.937,30.587,99,122.8,122.8,54.3,37.9,30.6,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2,86,36.263,35.504,30.35,119,224.9,224.9,36.3,35.5,30.3,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
3,88,29.363,31.118,26.358,140,311.8,311.8,29.4,31.1,26.4,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1,135,160.8,34.374,32.791,53.3,227.9,227.9,160.8,34.4,32.8,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2,84,29.555,31.041,26.412,139.7,314.9,314.9,29.6,31,26.4,956.93524,1331.6,3530.67,49023.662,221.66721,10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,167,147.2,35.984,30.699,56.8,213.9,693.9,147.2,36,30.7,1149.8582,1536,4029.88,55677.088,329.28831,10237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,89,29.576,31.01,26.284,139.9,300.8,780.8,29.6,31,26.3,1149.8582,1536,4029.88,55677.088,329.28831,10237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,92,67.2,34.904,30.3,91.8,132.4,612.4,67.2,34.9,30.3,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,125,34.442,35.457,30.551,121,232.9,712.9,34.4,35.5,30.6,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,100,29.481,31.057,26.464,139.7,319.9,799.9,29.5,31.1,26.5,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,70,148.3,36.264,32.88,55.9,217.4,697.4,148.3,36.3,32.9,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,109,29.524,31.264,26.369,139.4,304.6,784.6,29.5,31.3,26.4,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,171,145.4,34.875,30.389,57.7,210.7,690.7,145.4,34.9,30.4,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,70,29.599,31.2,26.31,139.5,297.8,777.8,29.6,31.2,26.3,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,83,150.7,35.194,33.074,55.5,219,699,150.7,35.2,33.1,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2,89,29.354,31.577,26.359,139.2,306.2,786.2,29.4,31.6,26.4,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,106,142.7,35.151,29.638,58.6,207.5,687.5,142.7,35.2,29.6,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,100,29.61,31.301,26.427,139.2,294.9,774.9,29.6,31.3,26.4,1149.8582,1536,4029.88,55677.088,329.28831,10237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,137,49.791,36.667,29.855,104.5,116.3,1556.3,49.8,36.7,29.9,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,53,32.844,33.784,29.496,126.4,212.4,1652.4,32.8,33.8,29.5,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,69,29.578,31.235,26.364,139.4,299.6,1739.6,29.6,31.2,26.4,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,84,53.352,36.275,32.009,99.9,121.6,1561.6,53.4,36.3,32,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,171,33.291,34.145,32.179,122,221.3,1661.3,33.3,34.1,32.2,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,102,29.36,31.253,26.32,139.8,308.2,1748.2,29.4,31.3,26.3,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,98,48.323,38.652,29.83,104.1,116.8,1556.8,48.3,38.7,29.8,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,102,33.43,34.633,30.02,123.9,214.9,1654.9,33.4,34.6,30,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,88,29.258,31.226,26.588,139.6,302,1742,29.3,31.2,26.6,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,125,111.9,35.061,30.02,68.7,177,1617,111.9,35.1,30,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,96,29.448,31.184,26.347,139.7,264,1704,29.4,31.2,26.3,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,110,60.8,36.092,29.997,95.8,126.9,1566.9,60.8,36.1,30,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,107,33.431,35.016,30.505,122.8,225.8,1665.8,33.4,35,30.5,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
3,98,29.692,31.307,26.482,138.9,313.3,1753.3,29.7,31.3,26.5,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,90,132.7,36.098,29.705,61.2,198.5,1638.5,132.7,36.1,29.7,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,86,29.43,31.014,26.355,140,285.3,1725.3,29.4,31,26.4,1097.9143,1565.6,3959.09,55465.996,305.23769,11385,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,91,61,36.426,30.163,95.2,127.6,1087.6,61,36.4,30.2,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,88,33.929,36.23,34.268,116.4,232.1,1192.1,33.9,36.2,34.3,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,109,29.557,31.459,26.618,138.7,319.7,1279.7,29.6,31.5,26.6,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,83,56.747,37.27,30.948,97.3,125,1085,56.7,37.3,30.9,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2,93,34.89,36.15,30.113,120.2,226.1,1186.1,34.9,36.1,30.1,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
3,68,29.447,31.137,26.292,139.9,313,1273,29.4,31.1,26.3,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1,73,50.166,37.158,30.185,103.4,117.5,1077.5,50.2,37.2,30.2,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,104,34.214,33.8,27.971,126.6,213.5,1173.5,34.2,33.8,28,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,101,29.306,31.132,26.43,139.9,300.4,1260.4,29.3,31.1,26.4,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,87,62.5,36.618,30.082,94.1,129.2,1089.2,62.5,36.6,30.1,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,93,33.266,36.148,34.758,116.7,233.4,1193.4,33.3,36.1,34.8,1128.6822,1451,4205.35,57072.362,269.27793,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
