NUMBER, LAP_NUMBER,LAP_TIME, S1, S2, S3, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,DRIVER_NAME,TEAM,POWER,LOCATION,EVENT
88,13,87,23.894,21.89,23.643,122.1,1174.4,1174.4,23.9,21.9,23.6,TB,NIOO,235,Location 8,Free Practice 1
88,14,71,27.845,31.158,31.978,93.2,1265.3,1265.3,27.8,31.2,32,TB,NIOO,235,Location 8,Free Practice 1
88,15,67,23.934,21.815,23.666,122.1,1334.8,1334.8,23.9,21.8,23.7,TB,NIOO,235,Location 8,Free Practice 1
88,16,68,26.565,26.776,27.28,105.2,1415.4,1415.4,26.6,26.8,27.3,TB,NIOO,235,Location 8,Free Practice 1
88,17,77,23.785,21.687,23.709,122.5,1484.6,1484.6,23.8,21.7,23.7,TB,NIOO,235,Location 8,Free Practice 1
88,18,0,25.038,25.048,205.5,33.2,1740.2,1740.2,25,25,205.5,TB,NIOO,235,Location 8,Free Practice 1
88,19,87,39.966,24.456,25.926,93.8,1830.5,1830.5,40,24.5,25.9,TB,NIOO,235,Location 8,Free Practice 1
88,20,81,25.211,25.96,24.68,111.8,1906.4,1906.4,25.2,26,24.7,TB,NIOO,235,Location 8,Free Practice 1
88,21,87,23.447,21.091,23.394,124.8,1974.3,1974.3,23.4,21.1,23.4,TB,NIOO,235,Location 8,Free Practice 1
88,22,67,26.155,27.06,27.292,105.3,2054.8,2054.8,26.2,27.1,27.3,TB,NIOO,235,Location 8,Free Practice 1
88,23,68,23.833,21.742,23.869,122.1,2124.3,2124.3,23.8,21.7,23.9,TB,NIOO,235,Location 8,Free Practice 1
88,24,66,26.021,25.638,254.2,27.7,2430.1,2430.1,26,25.6,254.2,TB,NIOO,235,Location 8,Free Practice 1
88,25,79,36.611,22.681,24.917,100.7,2514.3,2514.3,36.6,22.7,24.9,TB,NIOO,235,Location 8,Free Practice 1
88,26,68,23.602,21.121,23.257,124.7,2582.3,2582.3,23.6,21.1,23.3,TB,NIOO,235,Location 8,Free Practice 1
88,27,84,25.613,22.438,25.263,115.6,2655.6,2655.6,25.6,22.4,25.3,TB,NIOO,235,Location 8,Free Practice 1
88,28,75,24.41,22.102,24.32,119.7,2726.4,2726.4,24.4,22.1,24.3,TB,NIOO,235,Location 8,Free Practice 1
94,1,66,70.4,27.25,27.489,67.8,125.1,125.1,70.4,27.2,27.5,AL,MAHINDRAd,235,Location 8,Free Practice 1
94,2,68,27.502,40.88,40.444,77.9,234,234,27.5,40.9,40.4,AL,MAHINDRAd,235,Location 8,Free Practice 1
94,3,68,23.858,21.933,23.801,121.8,303.5,303.5,23.9,21.9,23.8,AL,MAHINDRAd,235,Location 8,Free Practice 1
94,4,80,24.024,21.8,84.8,64.9,434.2,434.2,24,21.8,84.8,AL,MAHINDRAd,235,Location 8,Free Practice 1
94,5,70,37.541,26.08,27.983,92.6,525.8,525.8,37.5,26.1,28,AL,MAHINDRAd,235,Location 8,Free Practice 1
94,6,67,26.989,23.446,27.511,108.8,603.7,603.7,27,23.4,27.5,AL,MAHINDRAd,235,Location 8,Free Practice 1
94,7,68,23.854,21.56,23.612,122.8,672.8,672.8,23.9,21.6,23.6,AL,MAHINDRAd,250,Location 8,Free Practice 1
94,8,77,27.725,32.643,23.943,100.6,757.1,757.1,27.7,32.6,23.9,AL,MAHINDRAd,250,Location 8,Free Practice 1
94,9,150,23.814,21.644,23.703,122.6,826.2,826.2,23.8,21.6,23.7,AL,MAHINDRAd,235,Location 8,Free Practice 1
94,10,141,25.395,26.947,24.371,110.5,902.9,902.9,25.4,26.9,24.4,AL,MAHINDRAd,235,Location 8,Free Practice 1
94,11,70,24.564,22.285,24.313,119.1,974.1,974.1,24.6,22.3,24.3,AL,MAHINDRAd,235,Location 8,Free Practice 1
94,12,67,24.653,22.268,24.241,119.1,1045.3,1045.3,24.7,22.3,24.2,AL,MAHINDRAd,235,Location 8,Free Practice 1
94,13,139,24.447,22.219,24.246,119.6,1116.2,1116.2,24.4,22.2,24.2,AL,MAHINDRAd,235,Location 8,Free Practice 1
94,14,70,24.623,22.205,24.189,119.4,1187.2,1187.2,24.6,22.2,24.2,AL,MAHINDRAd,235,Location 8,Free Practice 1
94,15,68,24.75,22.259,24.341,118.8,1258.5,1258.5,24.8,22.3,24.3,AL,MAHINDRAd,235,Location 8,Free Practice 1
94,16,68,24.543,22.254,24.177,119.5,1329.5,1329.5,24.5,22.3,24.2,AL,MAHINDRAd,235,Location 8,Free Practice 1
94,17,102,29.338,34.718,26.698,93.4,1420.3,1420.3,29.3,34.7,26.7,AL,MAHINDRAd,235,Location 8,Free Practice 1
94,18,80,26.149,25.808,31.988,101,1504.2,1504.2,26.1,25.8,32,AL,MAHINDRAd,235,Location 8,Free Practice 1
94,19,153,25.359,23.337,24.661,115.6,1577.6,1577.6,25.4,23.3,24.7,AL,MAHINDRAd,235,Location 8,Free Practice 1
94,20,69,24.077,21.907,258.1,27.9,1881.7,1881.7,24.1,21.9,258.1,AL,MAHINDRAd,235,Location 8,Free Practice 1
94,21,70,33.454,28.219,27.396,95.2,1970.7,1970.7,33.5,28.2,27.4,AL,MAHINDRAd,235,Location 8,Free Practice 1
94,22,69,23.498,21.173,23.229,124.9,2038.6,2038.6,23.5,21.2,23.2,AL,MAHINDRAd,235,Location 8,Free Practice 1
94,23,86,25.661,24.412,469.3,16.3,2558,2558,25.7,24.4,469.3,AL,MAHINDRAd,235,Location 8,Free Practice 1
94,24,71,33.314,23.48,26.559,101.7,2641.3,2641.3,33.3,23.5,26.6,AL,MAHINDRAd,235,Location 8,Free Practice 1
94,25,75,23.223,20.813,22.948,126.6,2708.3,2708.3,23.2,20.8,22.9,AL,MAHINDRAd,235,Location 8,Free Practice 1
99,1,67,67.3,24.241,28.241,70.8,119.8,119.8,67.3,24.2,28.2,PWEHRL,TAG ,235,Location 8,Free Practice 1
99,2,68,25.193,23.765,51.869,84.1,220.6,220.6,25.2,23.8,51.9,PWEHRL,TAG ,235,Location 8,Free Practice 1
99,3,69,26.225,22.119,27.515,111.8,296.5,296.5,26.2,22.1,27.5,PWEHRL,TAG ,235,Location 8,Free Practice 1
99,4,88,24.474,21.853,23.968,120.6,366.8,366.8,24.5,21.9,24,PWEHRL,TAG ,250,Location 8,Free Practice 1
99,5,75,32.053,31.411,32.741,88.1,463,463,32.1,31.4,32.7,PWEHRL,TAG ,235,Location 8,Free Practice 1
99,6,136,24.634,23.108,23.888,118.4,534.6,534.6,24.6,23.1,23.9,PWEHRL,TAG ,235,Location 8,Free Practice 1
99,7,67,24.134,21.779,23.847,121.5,604.4,604.4,24.1,21.8,23.8,PWEHRL,TAG ,235,Location 8,Free Practice 1
99,8,93,33.972,30.497,27.217,92.5,696,696,34,30.5,27.2,PWEHRL,TAG ,250,Location 8,Free Practice 1
99,9,67,24.002,21.627,23.57,122.5,765.2,765.2,24,21.6,23.6,PWEHRL,TAG ,250,Location 8,Free Practice 1
99,10,109,24.025,21.653,23.666,122.3,834.6,834.6,24,21.7,23.7,PWEHRL,TAG ,235,Location 8,Free Practice 1
99,11,75,24.666,22.153,24.245,119.3,905.7,905.7,24.7,22.2,24.2,PWEHRL,TAG ,235,Location 8,Free Practice 1
99,12,66,27.608,28.685,523.8,14.6,1485.8,1485.8,27.6,28.7,523.8,PWEHRL,TAG ,235,Location 8,Free Practice 1
99,13,87,36.439,25.868,24.274,97.9,1572.4,1572.4,36.4,25.9,24.3,PWEHRL,TAG ,235,Location 8,Free Practice 1
99,14,76,23.605,21.269,23.042,124.8,1640.3,1640.3,23.6,21.3,23,PWEHRL,TAG ,235,Location 8,Free Practice 1
99,15,20,23.875,21.84,23.615,122.3,1709.6,1709.6,23.9,21.8,23.6,PWEHRL,TAG ,235,Location 8,Free Practice 1
99,16,75,32.84,31.565,29.018,90.7,1803,1803,32.8,31.6,29,PWEHRL,TAG ,235,Location 8,Free Practice 1
99,17,142,24.033,21.694,23.727,122.1,1872.5,1872.5,24,21.7,23.7,PWEHRL,TAG ,235,Location 8,Free Practice 1
99,18,84,24.412,22.482,24.181,119.3,1943.6,1943.6,24.4,22.5,24.2,PWEHRL,TAG ,235,Location 8,Free Practice 1
99,19,70,24.473,22.31,24.218,119.4,2014.6,2014.6,24.5,22.3,24.2,PWEHRL,TAG ,235,Location 8,Free Practice 1
99,20,90,30.195,23.932,33.6,96.6,2102.3,2102.3,30.2,23.9,33.6,PWEHRL,TAG ,235,Location 8,Free Practice 1
99,21,0,23.926,21.593,23.577,122.7,2171.4,2171.4,23.9,21.6,23.6,PWEHRL,TAG ,235,Location 8,Free Practice 1
99,22,74,29.39,28.121,85.4,59.3,2314.3,2314.3,29.4,28.1,85.4,PWEHRL,TAG ,235,Location 8,Free Practice 1
99,23,68,29.693,21.965,25.284,110.2,2391.3,2391.3,29.7,22,25.3,PWEHRL,TAG ,235,Location 8,Free Practice 1
99,24,70,23.365,20.822,22.876,126.4,2458.3,2458.3,23.4,20.8,22.9,PWEHRL,TAG ,235,Location 8,Free Practice 1
99,25,83,27.923,33.637,29.817,92.8,2549.7,2549.7,27.9,33.6,29.8,PWEHRL,TAG ,235,Location 8,Free Practice 1
99,26,80,23.871,21.578,23.468,123,2618.6,2618.6,23.9,21.6,23.5,PWEHRL,TAG ,235,Location 8,Free Practice 1
99,27,79,25.957,23.366,24.668,114.6,2692.6,2692.6,26,23.4,24.7,PWEHRL,TAG ,235,Location 8,Free Practice 1
99,28,75,23.988,21.652,23.558,122.5,2761.8,2761.8,24,21.7,23.6,PWEHRL,TAG ,235,Location 8,Free Practice 1
10,1,85,64.8,24.574,28.098,72.2,117.5,1917.5,64.8,24.6,28.1,SB,JR,235,Location 8,Free Practice 2
10,2,87,25.75,26.672,25.463,108.9,195.4,1995.4,25.8,26.7,25.5,SB,JR,235,Location 8,Free Practice 2
10,3,199,22.601,21.138,23.614,125.9,262.7,2062.7,22.6,21.1,23.6,SB,JR,235,Location 8,Free Practice 2
10,4,68,29.78,31.703,25.966,96.9,350.2,2150.2,29.8,31.7,26,SB,JR,235,Location 8,Free Practice 2
10,5,70,23.665,22.245,24.309,120.7,420.4,2220.4,23.7,22.2,24.3,SB,JR,250,Location 8,Free Practice 2
10,6,69,23.73,22.025,24.412,120.8,490.6,2290.6,23.7,22,24.4,SB,JR,235,Location 8,Free Practice 2
10,7,71,23.715,21.891,24.161,121.5,560.3,2360.3,23.7,21.9,24.2,SB,JR,250,Location 8,Free Practice 2
10,8,68,30.03,32.335,32.85,89,655.5,2455.5,30,32.3,32.8,SB,JR,250,Location 8,Free Practice 2
10,9,0,23.062,21.72,24.092,123.1,724.4,2524.4,23.1,21.7,24.1,SB,JR,235,Location 8,Free Practice 2
10,10,67,23.997,24.42,35.698,100.8,808.5,2608.5,24,24.4,35.7,SB,JR,235,Location 8,Free Practice 2
10,11,68,296.5,28.101,25.57,24.2,1158.7,2958.7,296.5,28.1,25.6,SB,JR,235,Location 8,Free Practice 2
10,12,67,23.018,21.764,23.792,123.6,1227.3,3027.3,23,21.8,23.8,SB,JR,235,Location 8,Free Practice 2
10,13,69,23.864,22.23,31.085,109.8,1304.5,3104.5,23.9,22.2,31.1,SB,JR,235,Location 8,Free Practice 2
10,14,82,316.8,22.701,27.256,23.1,1671.2,3471.2,316.8,22.7,27.3,SB,JR,235,Location 8,Free Practice 2
10,15,70,22.335,21.08,23.575,126.6,1738.2,3538.2,22.3,21.1,23.6,SB,JR,235,Location 8,Free Practice 2
10,16,69,26.044,26.551,29.502,103.3,1820.3,20.3,26,26.6,29.5,SB,JR,235,Location 8,Free Practice 2
11,1,70,95.1,26.51,30.415,55.8,152,1952,95.1,26.5,30.4,LGRA,AD,235,Location 8,Free Practice 2
11,2,67,23.043,21.461,23.866,124,220.3,2020.3,23,21.5,23.9,LGRA,AD,235,Location 8,Free Practice 2
11,3,136,23.962,26.941,25.719,110.6,297,2097,24,26.9,25.7,LGRA,AD,235,Location 8,Free Practice 2
11,4,71,23.135,21.72,23.909,123.3,365.7,2165.7,23.1,21.7,23.9,LGRA,AD,235,Location 8,Free Practice 2
11,5,70,24.046,23.971,24.793,116.4,438.5,2238.5,24,24,24.8,LGRA,AD,235,Location 8,Free Practice 2
11,6,70,24.138,22.526,24.364,119.4,509.6,2309.6,24.1,22.5,24.4,LGRA,AD,235,Location 8,Free Practice 2
11,7,71,23.835,22.436,24.405,120,580.2,2380.2,23.8,22.4,24.4,LGRA,AD,235,Location 8,Free Practice 2
11,8,83,23.852,22.319,24.312,120.3,650.7,2450.7,23.9,22.3,24.3,LGRA,AD,235,Location 8,Free Practice 2
11,9,72,23.969,23.948,30.271,108.4,728.9,2528.9,24,23.9,30.3,LGRA,AD,235,Location 8,Free Practice 2
11,10,81,325.2,28.48,27.194,22.3,1109.8,2909.8,325.2,28.5,27.2,LGRA,AD,235,Location 8,Free Practice 2
11,11,73,22.587,21.155,23.498,126.1,1177.1,2977.1,22.6,21.2,23.5,LGRA,AD,235,Location 8,Free Practice 2
11,12,68,24.803,27.851,33.582,98.3,1263.3,3063.3,24.8,27.9,33.6,LGRA,AD,235,Location 8,Free Practice 2
11,13,68,305.3,24.853,26.641,23.8,1620.1,3420.1,305.3,24.9,26.6,LGRA,AD,250,Location 8,Free Practice 2
11,14,87,22.333,21.095,23.405,126.9,1686.9,3486.9,22.3,21.1,23.4,LGRA,AD,235,Location 8,Free Practice 2
11,15,160,27.259,23.592,29.171,105.9,1766.9,3566.9,27.3,23.6,29.2,LGRA,AD,250,Location 8,Free Practice 2
13,1,71,85.9,26.691,29.242,59.8,141.9,1941.9,85.9,26.7,29.2,ACO,DSo,250,Location 8,Free Practice 2
13,2,69,23.039,21.587,23.658,124.2,210.2,2010.2,23,21.6,23.7,ACO,DSo,235,Location 8,Free Practice 2
13,3,70,34.901,29.645,26.917,92.7,301.6,2101.6,34.9,29.6,26.9,ACO,DSo,235,Location 8,Free Practice 2
13,4,0,23.011,21.736,23.882,123.5,370.2,2170.2,23,21.7,23.9,ACO,DSo,235,Location 8,Free Practice 2
13,5,68,31.953,28.725,28.255,95.3,459.2,2259.2,32,28.7,28.3,ACO,DSo,235,Location 8,Free Practice 2
13,6,69,23.094,21.707,23.826,123.5,527.8,2327.8,23.1,21.7,23.8,ACO,DSo,235,Location 8,Free Practice 2
13,7,71,24.064,22.432,24.94,118.7,599.2,2399.2,24.1,22.4,24.9,ACO,DSo,235,Location 8,Free Practice 2
13,8,0,26.113,25.337,33.757,99.5,684.4,2484.4,26.1,25.3,33.8,ACO,DSo,250,Location 8,Free Practice 2
13,9,70,213.6,28.587,27.337,31.5,954,2754,213.6,28.6,27.3,ACO,DSo,235,Location 8,Free Practice 2
13,10,82,22.573,21.084,23.482,126.3,1021.2,2821.2,22.6,21.1,23.5,ACO,DSo,235,Location 8,Free Practice 2
13,11,85,25.347,27.364,26.467,107.1,1100.3,2900.3,25.3,27.4,26.5,ACO,DSo,235,Location 8,Free Practice 2
13,12,68,22.991,21.723,23.847,123.7,1168.9,2968.9,23,21.7,23.8,ACO,DSo,235,Location 8,Free Practice 2
13,13,67,29.663,32.634,26.811,95.1,1258,3058,29.7,32.6,26.8,ACO,DSo,235,Location 8,Free Practice 2
13,14,70,22.941,21.769,23.785,123.8,1326.5,3126.5,22.9,21.8,23.8,ACO,DSo,235,Location 8,Free Practice 2
13,15,66,24.379,22.563,31.881,107.6,1405.3,3205.3,24.4,22.6,31.9,ACO,DSo,235,Location 8,Free Practice 2
13,16,71,120.4,25.984,26.311,49.1,1578,3378,120.4,26,26.3,ACO,DSo,235,Location 8,Free Practice 2
13,17,0,22.49,21.029,23.476,126.5,1645,3445,22.5,21,23.5,ACO,DSo,235,Location 8,Free Practice 2
13,18,71,27.847,28.55,26.151,102.7,1727.6,3527.6,27.8,28.6,26.2,ACO,DSo,235,Location 8,Free Practice 2
13,19,70,23.026,21.683,23.815,123.7,1796.1,3596.1,23,21.7,23.8,ACO,DSo,250,Location 8,Free Practice 2
13,20,122,25.438,23.713,32.234,104.2,1877.5,77.5,25.4,23.7,32.2,ACO,DSo,250,Location 8,Free Practice 2
17,1,68,89.9,27.614,33.574,56.1,151.1,1951.1,89.9,27.6,33.6,NVR,ME,250,Location 8,Free Practice 2
17,2,94,22.761,21.174,23.6,125.5,218.6,2018.6,22.8,21.2,23.6,NVR,ME,235,Location 8,Free Practice 2
17,3,68,32.435,32.275,26.461,93,309.8,2109.8,32.4,32.3,26.5,NVR,ME,250,Location 8,Free Practice 2
17,4,72,23.157,21.413,23.954,123.7,378.3,2178.3,23.2,21.4,24,NVR,ME,235,Location 8,Free Practice 2
17,5,70,29.87,29.435,30.947,93.9,468.5,2268.5,29.9,29.4,30.9,NVR,ME,235,Location 8,Free Practice 2
17,6,84,24.666,28.913,26.324,106.1,548.4,2348.4,24.7,28.9,26.3,NVR,ME,235,Location 8,Free Practice 2
17,7,94,23.084,21.557,24.035,123.4,617.1,2417.1,23.1,21.6,24,NVR,ME,235,Location 8,Free Practice 2
17,8,76,27.023,27.924,26.155,104.5,698.2,2498.2,27,27.9,26.2,NVR,ME,235,Location 8,Free Practice 2
17,9,81,23.566,22.423,24.296,120.6,768.5,2568.5,23.6,22.4,24.3,NVR,ME,235,Location 8,Free Practice 2
17,10,67,23.56,22.265,24.245,121,838.6,2638.6,23.6,22.3,24.2,NVR,ME,235,Location 8,Free Practice 2
17,11,102,23.621,22.175,24.248,121,908.6,2708.6,23.6,22.2,24.2,NVR,ME,235,Location 8,Free Practice 2
17,12,148,23.503,22.369,24.157,121.1,978.6,2778.6,23.5,22.4,24.2,NVR,ME,235,Location 8,Free Practice 2
17,13,66,23.73,22.304,24.226,120.7,1048.9,2848.9,23.7,22.3,24.2,NVR,ME,235,Location 8,Free Practice 2
17,14,67,23.607,22.213,24.432,120.7,1119.2,2919.2,23.6,22.2,24.4,NVR,ME,250,Location 8,Free Practice 2
17,15,75,23.631,22.275,24.187,121,1189.2,2989.2,23.6,22.3,24.2,NVR,ME,250,Location 8,Free Practice 2
17,16,0,23.593,22.182,24.266,121,1259.3,3059.3,23.6,22.2,24.3,NVR,ME,250,Location 8,Free Practice 2
17,17,107,23.509,22.244,24.255,121.1,1329.3,3129.3,23.5,22.2,24.3,NVR,ME,235,Location 8,Free Practice 2
17,18,91,23.849,25.365,33.412,102.6,1411.9,3211.9,23.8,25.4,33.4,NVR,ME,235,Location 8,Free Practice 2
17,19,71,106.4,23.157,25.454,54.7,1567,3367,106.4,23.2,25.5,NVR,ME,235,Location 8,Free Practice 2
17,20,68,22.476,20.865,23.44,127,1633.7,3433.7,22.5,20.9,23.4,NVR,ME,235,Location 8,Free Practice 2
17,21,77,28.41,25.995,30.966,99.3,1719.1,3519.1,28.4,26,31,NVR,ME,235,Location 8,Free Practice 2
17,22,71,71.5,25.294,25.272,69.4,1841.2,41.2,71.5,25.3,25.3,NVR,ME,235,Location 8,Free Practice 2
20,1,68,97.2,28.72,30.949,54,156.9,1956.9,97.2,28.7,30.9,MEV,JE,235,Location 8,Free Practice 2
20,2,70,22.823,21.163,23.573,125.5,224.5,2024.5,22.8,21.2,23.6,MEV,JE,235,Location 8,Free Practice 2
20,3,80,23.522,22.275,24.351,120.9,294.6,2094.6,23.5,22.3,24.4,MEV,JE,235,Location 8,Free Practice 2
20,4,69,23.664,22.224,24.235,120.9,364.7,2164.7,23.7,22.2,24.2,MEV,JE,250,Location 8,Free Practice 2
20,5,68,23.736,22.213,24.25,120.8,434.9,2234.9,23.7,22.2,24.2,MEV,JE,235,Location 8,Free Practice 2
20,6,67,23.71,22.156,24.157,121.1,505,2305,23.7,22.2,24.2,MEV,JE,235,Location 8,Free Practice 2
20,7,71,23.744,22.15,24.179,121,575,2375,23.7,22.1,24.2,MEV,JE,235,Location 8,Free Practice 2
20,8,71,23.768,22.155,24.452,120.5,645.4,2445.4,23.8,22.2,24.5,MEV,JE,235,Location 8,Free Practice 2
20,9,68,28.031,31.267,28.675,96.4,733.4,2533.4,28,31.3,28.7,MEV,JE,235,Location 8,Free Practice 2
20,10,66,23.151,21.72,24.085,122.9,802.3,2602.3,23.2,21.7,24.1,MEV,JE,250,Location 8,Free Practice 2
20,11,67,25.138,25.014,30.214,105.5,882.7,2682.7,25.1,25,30.2,MEV,JE,250,Location 8,Free Practice 2
20,12,67,75.5,23.658,25.749,67.9,1007.6,2807.6,75.5,23.7,25.7,MEV,JE,250,Location 8,Free Practice 2
20,13,77,23.13,21.624,23.892,123.5,1076.3,2876.3,23.1,21.6,23.9,MEV,JE,235,Location 8,Free Practice 2
20,14,71,23.817,22.123,29.298,112.7,1151.5,2951.5,23.8,22.1,29.3,MEV,JE,235,Location 8,Free Practice 2
20,15,81,413.4,24.493,25.386,18.3,1614.8,3414.8,413.4,24.5,25.4,MEV,JE,235,Location 8,Free Practice 2
20,16,83,22.428,21.113,23.356,126.7,1681.7,3481.7,22.4,21.1,23.4,MEV,JE,235,Location 8,Free Practice 2
20,17,69,24.529,25.819,33.158,101.5,1765.2,3565.2,24.5,25.8,33.2,MEV,JE,235,Location 8,Free Practice 2
20,18,70,22.992,21.571,23.882,123.9,1833.6,33.6,23,21.6,23.9,MEV,JE,250,Location 8,Free Practice 2
22,1,60,77.7,27.781,27.751,63.6,133.2,1933.2,77.7,27.8,27.8,OROWL,N ,235,Location 8,Free Practice 2
22,2,66,22.839,21.25,23.52,125.4,200.8,2000.8,22.8,21.3,23.5,OROWL,N ,235,Location 8,Free Practice 2
22,3,70,24.727,22.46,24.352,118.5,272.4,2072.4,24.7,22.5,24.4,OROWL,N ,235,Location 8,Free Practice 2
22,4,70,23.655,22.3,24.334,120.6,342.7,2142.7,23.7,22.3,24.3,OROWL,N ,235,Location 8,Free Practice 2
22,5,70,23.748,22.339,24.222,120.6,413,2213,23.7,22.3,24.2,OROWL,N ,235,Location 8,Free Practice 2
22,6,112,23.703,23.866,29.139,110.5,489.7,2289.7,23.7,23.9,29.1,OROWL,N ,235,Location 8,Free Practice 2
22,7,87,236.9,24.821,26.315,29.4,777.7,2577.7,236.9,24.8,26.3,OROWL,N ,235,Location 8,Free Practice 2
22,8,83,22.991,21.752,23.831,123.6,846.3,2646.3,23,21.8,23.8,OROWL,N ,235,Location 8,Free Practice 2
22,9,106,24.152,25.847,27.733,109.1,924,2724,24.2,25.8,27.7,OROWL,N ,235,Location 8,Free Practice 2
22,10,70,258.4,23.597,25.516,27.6,1231.5,3031.5,258.4,23.6,25.5,OROWL,N ,235,Location 8,Free Practice 2
22,11,12,22.92,21.603,23.754,124.2,1299.7,3099.7,22.9,21.6,23.8,OROWL,N ,235,Location 8,Free Practice 2
22,12,77,24.147,22.322,28.637,112.9,1374.8,3174.8,24.1,22.3,28.6,OROWL,N ,235,Location 8,Free Practice 2
22,13,71,203.9,25.533,26.284,33.2,1630.6,3430.6,203.9,25.5,26.3,OROWL,N ,235,Location 8,Free Practice 2
22,14,96,22.208,20.978,23.186,127.7,1696.9,3496.9,22.2,21,23.2,OROWL,N ,235,Location 8,Free Practice 2
22,15,0,24.313,22.47,26.643,115.5,1770.4,3570.4,24.3,22.5,26.6,OROWL,N ,250,Location 8,Free Practice 2
22,16,93,22.983,21.616,23.79,124,1838.8,38.8,23,21.6,23.8,OROWL,N ,250,Location 8,Free Practice 2
23,1,137,80.9,27.984,31.059,60.6,139.9,1939.9,80.9,28,31.1,SBU,Nt,250,Location 8,Free Practice 2
23,2,79,22.866,21.577,23.68,124.5,208.1,2008.1,22.9,21.6,23.7,SBU,Nt,235,Location 8,Free Practice 2
23,3,68,26.987,29.387,30.015,98.1,294.5,2094.5,27,29.4,30,SBU,Nt,235,Location 8,Free Practice 2
23,4,67,339.4,27.281,31.548,21.3,692.7,2492.7,339.4,27.3,31.5,SBU,Nt,250,Location 8,Free Practice 2
23,5,71,23.16,21.85,23.916,123,761.6,2561.6,23.2,21.9,23.9,SBU,Nt,235,Location 8,Free Practice 2
23,6,68,28.246,24.4,27.378,105.9,841.6,2641.6,28.2,24.4,27.4,SBU,Nt,235,Location 8,Free Practice 2
23,7,131,23.752,22.237,24.323,120.6,911.9,2711.9,23.8,22.2,24.3,SBU,Nt,235,Location 8,Free Practice 2
23,8,70,23.751,22.247,24.308,120.6,982.2,2782.2,23.8,22.2,24.3,SBU,Nt,235,Location 8,Free Practice 2
23,9,91,23.76,22.244,24.289,120.6,1052.5,2852.5,23.8,22.2,24.3,SBU,Nt,235,Location 8,Free Practice 2
23,10,72,23.697,22.175,24.327,120.8,1122.7,2922.7,23.7,22.2,24.3,SBU,Nt,235,Location 8,Free Practice 2
23,11,71,23.77,22.182,24.271,120.7,1192.9,2992.9,23.8,22.2,24.3,SBU,Nt,235,Location 8,Free Practice 2
23,12,70,23.896,22.226,24.772,119.6,1263.8,3063.8,23.9,22.2,24.8,SBU,Nt,235,Location 8,Free Practice 2
23,13,92,23.793,22.255,27.57,115.2,1337.5,3137.5,23.8,22.3,27.6,SBU,Nt,235,Location 8,Free Practice 2
23,14,85,300.7,26.743,25.083,24,1690,3490,300.7,26.7,25.1,SBU,Nt,235,Location 8,Free Practice 2
23,15,84,22.487,21.118,23.492,126.4,1757.1,3557.1,22.5,21.1,23.5,SBU,Nt,235,Location 8,Free Practice 2
23,16,0,27.181,25.667,25.24,108.6,1835.2,35.2,27.2,25.7,25.2,SBU,Nt,235,Location 8,Free Practice 2
25,1,82,73.1,26.806,27.957,66.3,127.9,1927.9,73.1,26.8,28,JVER,DS,250,Location 8,Free Practice 2
25,2,90,23.182,21.691,23.86,123.3,196.6,1996.6,23.2,21.7,23.9,JVER,DS,250,Location 8,Free Practice 2
25,3,69,27.152,27.535,26.068,105,277.4,2077.4,27.2,27.5,26.1,JVER,DS,250,Location 8,Free Practice 2
25,4,70,23.21,21.686,23.828,123.4,346.1,2146.1,23.2,21.7,23.8,JVER,DS,235,Location 8,Free Practice 2
25,5,66,25.85,24.99,25.067,111.7,422,2222,25.8,25,25.1,JVER,DS,235,Location 8,Free Practice 2
25,6,87,23.986,22.038,24.42,120.4,492.4,2292.4,24,22,24.4,JVER,DS,250,Location 8,Free Practice 2
25,7,70,23.733,22.162,24.408,120.6,562.7,2362.7,23.7,22.2,24.4,JVER,DS,235,Location 8,Free Practice 2
25,8,68,23.752,22.25,29.264,112.6,638,2438,23.8,22.3,29.3,JVER,DS,235,Location 8,Free Practice 2
25,9,88,243.3,29.434,29.342,28.1,940.1,2740.1,243.3,29.4,29.3,JVER,DS,235,Location 8,Free Practice 2
25,10,0,26.784,27.277,25.55,106.5,1019.7,2819.7,26.8,27.3,25.6,JVER,DS,235,Location 8,Free Practice 2
25,11,82,22.679,21.534,23.764,124.7,1087.7,2887.7,22.7,21.5,23.8,JVER,DS,235,Location 8,Free Practice 2
25,12,67,24.045,23.99,29.691,109.1,1165.4,2965.4,24,24,29.7,JVER,DS,235,Location 8,Free Practice 2
25,13,70,114,26.712,26.596,50.7,1332.8,3132.8,114,26.7,26.6,JVER,DS,235,Location 8,Free Practice 2
25,14,72,22.927,21.636,23.733,124.1,1401.1,3201.1,22.9,21.6,23.7,JVER,DS,235,Location 8,Free Practice 2
25,15,0,24.532,22.955,29.054,110.8,1477.6,3277.6,24.5,23,29.1,JVER,DS,235,Location 8,Free Practice 2
25,16,125,108.6,26.936,25.908,52.5,1639,3439,108.6,26.9,25.9,JVER,DS,235,Location 8,Free Practice 2
25,17,191,22.299,20.991,23.319,127.3,1705.6,3505.6,22.3,21,23.3,JVER,DS,250,Location 8,Free Practice 2
25,18,69,25.444,23.644,26.293,112.5,1781,3581,25.4,23.6,26.3,JVER,DS,250,Location 8,Free Practice 2
