NUMBER, DRIVER_NUMBER, LAP_NUMBER,LAP_TIME, LAP_IMPROVEMENT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,DRIVER_NAME,PIT_TIME,GROUP,TEAM,POWER,LOCATION,EVENT
37,1,16,117,2,23.514,0,20.813,2,22.782,2,126.3,1766.2,1766.2,23.5,20.8,22.8,N,0,,EA,250,Location 8,Free Practice 2
37,1,17,130,0,27.661,0,38.36,0,33.19,0,85.5,1865.4,1865.4,27.7,38.4,33.2,N,0,,EA,250,Location 8,Free Practice 2
4,1,1,70,0,53.023,0,29.128,0,29.275,0,76.1,111.4,111.4,53,29.1,29.3,RFRI,18.8,,EF,,Location 8,Free Practice 2
4,1,2,79,0,27.688,0,27.015,0,32.5,0,97.2,198.6,198.6,27.7,27,32.5,RFRI,0,,EF,,Location 8,Free Practice 2
4,1,3,135,0,23.622,0,21.341,0,23.395,0,124,267,267,23.6,21.3,23.4,RFRI,0,,EF,,Location 8,Free Practice 2
4,1,4,73,0,26.669,0,38.42,0,32.4,0,87,364.5,364.5,26.7,38.4,32.4,RFRI,0,,EF,,Location 8,Free Practice 2
4,1,5,71,0,23.504,0,21.501,0,621.3,0,12.7,1030.8,1030.8,23.5,21.5,621.3,RFRI,0,,EF,,Location 8,Free Practice 2
4,1,6,74,0,35.326,0,26.173,0,24.848,0,98.2,1117.1,1117.1,35.3,26.2,24.8,RFRI,605.3,,EF,250,Location 8,Free Practice 2
4,1,7,68,2,22.966,2,20.778,0,22.881,0,127.2,1183.8,1183.8,23,20.8,22.9,RFRI,0,,EF,235,Location 8,Free Practice 2
4,1,8,91,0,24.164,0,21.977,0,23.964,0,120.9,1253.9,1253.9,24.2,22,24,RFRI,0,,EF,,Location 8,Free Practice 2
4,1,9,0,0,24.344,0,22.121,0,23.962,0,120.4,1324.3,1324.3,24.3,22.1,24,RFRI,0,,EF,,Location 8,Free Practice 2
4,1,10,69,0,24.1,0,22.083,0,216.2,0,32.3,1586.7,1586.7,24.1,22.1,216.2,RFRI,0,,EF,,Location 8,Free Practice 2
4,1,11,67,0,32.243,0,25.993,0,25.275,0,101.5,1670.2,1670.2,32.2,26,25.3,RFRI,199.4,,EF,,Location 8,Free Practice 2
4,1,12,76,0,25.148,0,23.472,0,27.754,0,111,1746.5,1746.5,25.1,23.5,27.8,RFRI,0,,EF,250,Location 8,Free Practice 2
4,1,13,70,0,23.268,0,20.717,2,22.841,2,126.9,1813.4,1813.4,23.3,20.7,22.8,RFRI,0,,EF,250,Location 8,Free Practice 2
48,1,1,67,0,59.847,0,26.508,0,73.4,0,53.1,159.8,159.8,59.8,26.5,73.4,EMORT,27.8,,ROKo,,Location 8,Free Practice 2
48,1,2,93,0,35.212,0,26.805,0,27.091,0,95.1,248.9,248.9,35.2,26.8,27.1,EMORT,51.8,,ROKo,,Location 8,Free Practice 2
48,1,3,69,0,25.667,0,24.885,0,25.38,0,111.7,324.8,324.8,25.7,24.9,25.4,EMORT,0,,ROKo,,Location 8,Free Practice 2
48,1,4,75,0,23.639,0,21.462,0,23.398,0,123.8,393.3,393.3,23.6,21.5,23.4,EMORT,0,,ROKo,,Location 8,Free Practice 2
48,1,5,86,0,26.373,0,27.938,0,30.258,0,100.2,477.9,477.9,26.4,27.9,30.3,EMORT,0,,ROKo,,Location 8,Free Practice 2
48,1,6,91,0,23.609,0,21.351,0,23.399,0,124,546.3,546.3,23.6,21.4,23.4,EMORT,0,,ROKo,,Location 8,Free Practice 2
48,1,7,70,0,24.269,0,21.976,0,23.822,0,121,616.3,616.3,24.3,22,23.8,EMORT,0,,ROKo,,Location 8,Free Practice 2
48,1,8,68,0,24.201,0,21.998,0,23.913,0,120.9,686.4,686.4,24.2,22,23.9,EMORT,0,,ROKo,,Location 8,Free Practice 2
48,1,9,68,0,24.23,0,22.012,0,23.896,0,120.9,756.6,756.6,24.2,22,23.9,EMORT,0,,ROKo,,Location 8,Free Practice 2
48,1,10,0,0,24.229,0,22.008,0,366.8,0,20.5,1169.6,1169.6,24.2,22,366.8,EMORT,0,,ROKo,,Location 8,Free Practice 2
48,1,11,68,0,30.332,0,26.072,0,24.458,0,104.8,1250.4,1250.4,30.3,26.1,24.5,EMORT,349.3,,ROKo,235,Location 8,Free Practice 2
48,1,12,81,0,23.124,2,20.793,0,22.907,2,126.9,1317.3,1317.3,23.1,20.8,22.9,EMORT,0,,ROKo,250,Location 8,Free Practice 2
48,1,13,79,0,24.602,0,26.034,0,25.695,0,111.1,1393.6,1393.6,24.6,26,25.7,EMORT,0,,ROKo,,Location 8,Free Practice 2
48,1,14,71,0,23.464,0,21.462,0,23.326,0,124.2,1461.9,1461.9,23.5,21.5,23.3,EMORT,0,,ROKo,,Location 8,Free Practice 2
48,1,15,76,0,25.079,0,23.179,0,82.9,0,64.6,1593,1593,25.1,23.2,82.9,EMORT,0,,ROKo,,Location 8,Free Practice 2
48,1,16,69,0,32.379,0,23.498,0,27.537,0,101.6,1676.4,1676.4,32.4,23.5,27.5,EMORT,66.4,,ROKo,250,Location 8,Free Practice 2
48,1,17,77,2,23.157,0,20.65,3,22.976,0,126.9,1743.2,1743.2,23.2,20.6,23,EMORT,0,,ROKo,250,Location 8,Free Practice 2
5,1,1,82,0,49.842,0,29.217,0,29.828,0,77.9,108.9,108.9,49.8,29.2,29.8,SVANDOO,14.6,,Ml,,Location 8,Free Practice 2
5,1,2,70,0,28.096,0,26.839,0,27.972,0,102.3,191.8,191.8,28.1,26.8,28,SVANDOO,0,,Ml,,Location 8,Free Practice 2
5,1,3,79,0,23.569,0,21.526,0,23.576,0,123.5,260.5,260.5,23.6,21.5,23.6,SVANDOO,0,,Ml,,Location 8,Free Practice 2
5,1,4,102,0,30.134,0,37.004,0,30.445,0,86.9,358,358,30.1,37,30.4,SVANDOO,0,,Ml,235,Location 8,Free Practice 2
5,1,5,69,0,23.25,0,20.846,0,22.975,0,126.4,425.1,425.1,23.2,20.8,23,SVANDOO,0,,Ml,250,Location 8,Free Practice 2
5,1,6,70,0,28.675,0,37.811,0,27.673,0,90,519.3,519.3,28.7,37.8,27.7,SVANDOO,0,,Ml,,Location 8,Free Practice 2
5,1,7,68,0,23.593,0,21.528,0,23.425,0,123.7,587.8,587.8,23.6,21.5,23.4,SVANDOO,0,,Ml,,Location 8,Free Practice 2
5,1,8,0,0,29.33,0,33.723,0,30.009,0,91.1,680.9,680.9,29.3,33.7,30,SVANDOO,0,,Ml,,Location 8,Free Practice 2
5,1,9,87,0,23.567,0,21.517,0,23.476,0,123.7,749.4,749.4,23.6,21.5,23.5,SVANDOO,0,,Ml,,Location 8,Free Practice 2
5,1,10,70,0,30.107,0,33.515,0,30.165,0,90.4,843.2,843.2,30.1,33.5,30.2,SVANDOO,0,,Ml,,Location 8,Free Practice 2
5,1,11,0,0,24.064,0,21.949,0,23.896,0,121.3,913.1,913.1,24.1,21.9,23.9,SVANDOO,0,,Ml,,Location 8,Free Practice 2
5,1,12,130,0,24.107,0,21.925,0,23.887,0,121.3,983.1,983.1,24.1,21.9,23.9,SVANDOO,0,,Ml,,Location 8,Free Practice 2
5,1,13,88,0,24.03,0,21.862,0,23.866,0,121.5,1052.8,1052.8,24,21.9,23.9,SVANDOO,0,,Ml,,Location 8,Free Practice 2
5,1,14,94,0,24.021,0,22.058,0,24.439,0,120.2,1123.3,1123.3,24,22.1,24.4,SVANDOO,0,,Ml,,Location 8,Free Practice 2
5,1,15,69,0,24.259,0,22.097,0,23.882,0,120.7,1193.6,1193.6,24.3,22.1,23.9,SVANDOO,0,,Ml,,Location 8,Free Practice 2
5,1,16,68,0,24.225,0,21.97,0,23.849,0,121,1263.6,1263.6,24.2,22,23.8,SVANDOO,0,,Ml,,Location 8,Free Practice 2
5,1,17,94,0,25.639,0,24.63,0,113.8,0,51.7,1427.7,1427.7,25.6,24.6,113.8,SVANDOO,0,,Ml,,Location 8,Free Practice 2
5,1,18,67,0,30.83,0,24.223,0,24.17,0,107,1506.9,1506.9,30.8,24.2,24.2,SVANDOO,94.1,,Ml,250,Location 8,Free Practice 2
5,1,19,67,2,23.2,2,20.781,2,22.712,2,127.1,1573.6,1573.6,23.2,20.8,22.7,SVANDOO,0,,Ml,250,Location 8,Free Practice 2
5,1,20,70,0,26.116,0,27.616,0,68.9,0,69.1,1696.3,1696.3,26.1,27.6,68.9,SVANDOO,0,,Ml,,Location 8,Free Practice 2
5,1,21,76,0,35.296,0,26.452,0,27.896,0,94.6,1785.9,1785.9,35.3,26.5,27.9,SVANDOO,47.2,,Ml,,Location 8,Free Practice 2
5,1,22,71,0,23.552,0,21.716,0,23.392,0,123.5,1854.6,1854.6,23.6,21.7,23.4,SVANDOO,0,,Ml,,Location 8,Free Practice 2
6,1,1,80,0,96.3,0,29.197,0,29.493,0,54.7,155,155,96.3,29.2,29.5,J,56,,DRAGONR,235,Location 8,Free Practice 2
6,1,2,67,0,23.626,0,20.916,0,23.129,0,125.3,222.7,222.7,23.6,20.9,23.1,J,0,,DRAGONR,235,Location 8,Free Practice 2
6,1,3,91,0,25.551,0,26.458,0,443,0,17.1,717.7,717.7,25.6,26.5,443,J,0,,DRAGONR,235,Location 8,Free Practice 2
6,1,4,75,0,33.697,0,24.38,0,25.692,0,101.2,801.5,801.5,33.7,24.4,25.7,J,425.7,,DRAGONR,,Location 8,Free Practice 2
6,1,5,72,0,23.508,2,21.341,0,23.32,0,124.4,869.6,869.6,23.5,21.3,23.3,J,0,,DRAGONR,250,Location 8,Free Practice 2
6,1,6,69,0,26.162,0,28.297,0,25.219,0,106.4,949.3,949.3,26.2,28.3,25.2,J,0,,DRAGONR,,Location 8,Free Practice 2
6,1,7,73,0,24.192,0,21.855,0,23.986,0,121.1,1019.3,1019.3,24.2,21.9,24,J,0,,DRAGONR,,Location 8,Free Practice 2
6,1,8,75,0,24.398,0,22.044,0,24.12,0,120.1,1089.9,1089.9,24.4,22,24.1,J,0,,DRAGONR,,Location 8,Free Practice 2
6,1,9,128,0,24.195,0,22.095,0,24.05,0,120.5,1160.2,1160.2,24.2,22.1,24,J,0,,DRAGONR,,Location 8,Free Practice 2
6,1,10,69,0,24.255,0,22.193,0,321.2,0,23.1,1527.8,1527.8,24.3,22.2,321.2,J,0,,DRAGONR,,Location 8,Free Practice 2
6,1,11,79,0,32.715,0,28.154,0,29.317,0,94,1618,1618,32.7,28.2,29.3,J,304.7,,DRAGONR,250,Location 8,Free Practice 2
6,1,12,101,2,23.516,0,20.871,2,22.972,2,125.9,1685.4,1685.4,23.5,20.9,23,J,0,,DRAGONR,250,Location 8,Free Practice 2
6,1,13,7,0,24.734,0,25.677,0,27.087,0,109.4,1762.9,1762.9,24.7,25.7,27.1,J,0,,DRAGONR,250,Location 8,Free Practice 2
6,1,14,112,0,23.856,0,22.483,0,23.739,0,121,1833,1833,23.9,22.5,23.7,J,0,,DRAGONR,,Location 8,Free Practice 2
7,1,1,69,0,92.9,0,26.687,0,26.839,0,57.9,146.5,146.5,92.9,26.7,26.8,SM,46.6,,DRAGONo,235,Location 8,Free Practice 2
7,1,2,70,0,23.378,0,21.055,0,23.039,0,125.7,213.9,213.9,23.4,21.1,23,SM,0,,DRAGONo,235,Location 8,Free Practice 2
7,1,3,68,0,25.718,0,24.05,0,26.123,0,111.7,289.8,289.8,25.7,24,26.1,SM,0,,DRAGONo,235,Location 8,Free Practice 2
7,1,4,71,0,24.383,0,22.385,0,24.626,0,118.7,361.2,361.2,24.4,22.4,24.6,SM,0,,DRAGONo,,Location 8,Free Practice 2
7,1,5,83,0,24.496,0,22.053,0,24.354,0,119.6,432.1,432.1,24.5,22.1,24.4,SM,0,,DRAGONo,,Location 8,Free Practice 2
7,1,6,70,0,24.355,0,22.08,0,407.7,0,18.7,886.3,886.3,24.4,22.1,407.7,SM,0,,DRAGONo,,Location 8,Free Practice 2
7,1,7,68,0,31.682,0,24.581,0,26.72,0,102.2,969.3,969.3,31.7,24.6,26.7,SM,389.4,,DRAGONo,,Location 8,Free Practice 2
7,1,8,70,0,23.58,0,21.333,0,23.332,0,124.2,1037.5,1037.5,23.6,21.3,23.3,SM,0,,DRAGONo,,Location 8,Free Practice 2
7,1,9,68,0,27.6,0,29.145,0,28.552,0,99.4,1122.8,1122.8,27.6,29.1,28.6,SM,0,,DRAGONo,,Location 8,Free Practice 2
7,1,10,68,0,23.587,0,21.379,0,23.355,0,124.1,1191.1,1191.1,23.6,21.4,23.4,SM,0,,DRAGONo,,Location 8,Free Practice 2
7,1,11,69,0,24.019,0,22.723,0,375,0,20.1,1612.9,1612.9,24,22.7,375,SM,0,,DRAGONo,,Location 8,Free Practice 2
7,1,12,82,0,31.204,0,22.519,0,27.447,0,104.4,1694.1,1694.1,31.2,22.5,27.4,SM,357.6,,DRAGONo,250,Location 8,Free Practice 2
7,1,13,69,2,23.074,2,20.812,2,22.846,2,127,1760.8,1760.8,23.1,20.8,22.8,SM,0,,DRAGONo,250,Location 8,Free Practice 2
7,1,14,0,0,25.367,0,22.106,0,23.899,0,118.8,1832.2,1832.2,25.4,22.1,23.9,SM,0,,DRAGONo,250,Location 8,Free Practice 2
71,1,1,93,0,62.2,0,25.602,0,82.2,0,49.9,169.9,169.9,62.2,25.6,82.2,NN,31.6,,ROK ,,Location 8,Free Practice 2
71,1,2,70,0,31.242,0,25.216,0,27.802,0,100.6,254.2,254.2,31.2,25.2,27.8,NN,59.3,,ROK ,,Location 8,Free Practice 2
71,1,3,70,0,24.728,0,22.501,0,25.322,0,116.9,326.7,326.7,24.7,22.5,25.3,NN,0,,ROK ,,Location 8,Free Practice 2
71,1,4,0,0,23.674,0,21.306,0,23.39,0,124,395.1,395.1,23.7,21.3,23.4,NN,0,,ROK ,,Location 8,Free Practice 2
71,1,5,90,0,25.748,0,33.518,0,25.969,0,99.5,480.3,480.3,25.7,33.5,26,NN,0,,ROK ,,Location 8,Free Practice 2
71,1,6,70,0,23.552,0,21.679,0,23.995,0,122.5,549.6,549.6,23.6,21.7,24,NN,0,,ROK ,,Location 8,Free Practice 2
71,1,7,87,0,24.131,0,22.06,0,24.105,0,120.6,619.9,619.9,24.1,22.1,24.1,NN,0,,ROK ,,Location 8,Free Practice 2
71,1,8,70,0,24.128,0,21.947,0,23.949,0,121.1,689.9,689.9,24.1,21.9,23.9,NN,0,,ROK ,,Location 8,Free Practice 2
71,1,9,69,0,24.555,0,22.076,0,23.951,0,120.1,760.5,760.5,24.6,22.1,24,NN,0,,ROK ,,Location 8,Free Practice 2
71,1,10,67,0,24.12,0,22.054,0,369.5,0,20.4,1176.2,1176.2,24.1,22.1,369.5,NN,0,,ROK ,,Location 8,Free Practice 2
71,1,11,68,0,34.812,0,25.946,0,24.267,0,99.7,1261.2,1261.2,34.8,25.9,24.3,NN,351.7,,ROK ,235,Location 8,Free Practice 2
71,1,12,68,0,23.131,2,20.8,0,22.933,0,126.8,1328.1,1328.1,23.1,20.8,22.9,NN,0,,ROK ,250,Location 8,Free Practice 2
71,1,13,149,0,25.346,0,26.979,0,26.669,0,107.3,1407.1,1407.1,25.3,27,26.7,NN,0,,ROK ,235,Location 8,Free Practice 2
71,1,14,97,0,23.647,0,21.472,0,23.334,0,123.9,1475.5,1475.5,23.6,21.5,23.3,NN,0,,ROK ,,Location 8,Free Practice 2
71,1,15,68,0,24.913,0,22.546,0,77.8,0,67.7,1600.8,1600.8,24.9,22.5,77.8,NN,0,,ROK ,,Location 8,Free Practice 2
71,1,16,99,0,33.784,0,24.035,0,25.409,0,101.9,1684,1684,33.8,24,25.4,NN,58.9,,ROK ,250,Location 8,Free Practice 2
71,1,17,70,2,23.175,0,20.723,2,22.818,2,127.1,1750.7,1750.7,23.2,20.7,22.8,NN,0,,ROK ,250,Location 8,Free Practice 2
8,1,1,106,0,96.8,0,25.197,0,26.848,0,57,148.8,148.8,96.8,25.2,26.8,OTUR,59.8,,NIO ,,Location 8,Free Practice 2
8,1,2,70,0,23.8,0,21.584,0,23.468,0,123.1,217.7,217.7,23.8,21.6,23.5,OTUR,0,,NIO ,,Location 8,Free Practice 2
8,1,3,76,0,23.707,0,22.803,0,24.543,0,119.3,288.7,288.7,23.7,22.8,24.5,OTUR,0,,NIO ,,Location 8,Free Practice 2
8,1,4,70,0,28.002,0,29.59,0,27.559,0,99.6,373.9,373.9,28,29.6,27.6,OTUR,0,,NIO ,,Location 8,Free Practice 2
8,1,5,12,0,23.625,0,21.671,0,23.623,0,123,442.8,442.8,23.6,21.7,23.6,OTUR,0,,NIO ,,Location 8,Free Practice 2
8,1,6,80,0,29.831,0,23.507,0,25.649,0,107.3,521.8,521.8,29.8,23.5,25.6,OTUR,0,,NIO ,,Location 8,Free Practice 2
8,1,7,70,0,24.414,0,22.109,0,24.11,0,120,592.4,592.4,24.4,22.1,24.1,OTUR,0,,NIO ,,Location 8,Free Practice 2
8,1,8,68,0,24.376,0,22.372,0,24.101,0,119.7,663.3,663.3,24.4,22.4,24.1,OTUR,0,,NIO ,,Location 8,Free Practice 2
8,1,9,104,0,24.415,0,22.11,0,24.223,0,119.8,734,734,24.4,22.1,24.2,OTUR,0,,NIO ,,Location 8,Free Practice 2
8,1,10,83,0,24.942,0,24.32,0,216.9,0,31.9,1000.1,1000.1,24.9,24.3,216.9,OTUR,0,,NIO ,,Location 8,Free Practice 2
8,1,11,77,0,32.378,0,26.367,0,25.357,0,100.8,1084.2,1084.2,32.4,26.4,25.4,OTUR,198.3,,NIO ,235,Location 8,Free Practice 2
8,1,12,70,0,23.387,0,20.924,0,23.06,0,125.8,1151.6,1151.6,23.4,20.9,23.1,OTUR,0,,NIO ,250,Location 8,Free Practice 2
8,1,13,73,0,28.189,0,25.715,0,24.31,0,108.4,1229.8,1229.8,28.2,25.7,24.3,OTUR,0,,NIO ,,Location 8,Free Practice 2
8,1,14,69,0,23.773,0,21.748,0,23.613,0,122.6,1299,1299,23.8,21.7,23.6,OTUR,0,,NIO ,,Location 8,Free Practice 2
8,1,15,69,0,25.399,0,23.287,0,303.6,0,24.1,1651.2,1651.2,25.4,23.3,303.6,OTUR,0,,NIO ,,Location 8,Free Practice 2
8,1,16,104,0,31.1,0,25.853,0,28.163,0,99.6,1736.4,1736.4,31.1,25.9,28.2,OTUR,284.9,,NIO ,250,Location 8,Free Practice 2
8,1,17,0,2,23.26,2,20.814,2,22.686,2,127,1803.1,1803.1,23.3,20.8,22.7,OTUR,0,,NIO ,250,Location 8,Free Practice 2
88,1,1,75,0,98,0,25.22,0,26.934,0,56.5,150.1,150.1,98,25.2,26.9,TB,62.1,,NIOO,,Location 8,Free Practice 2
88,1,2,66,0,27.147,0,31.828,0,28.873,0,96.5,238,238,27.1,31.8,28.9,TB,0,,NIOO,,Location 8,Free Practice 2
88,1,3,82,0,23.902,0,21.53,0,24.159,0,121.8,307.6,307.6,23.9,21.5,24.2,TB,0,,NIOO,,Location 8,Free Practice 2
88,1,4,69,0,27.736,0,34.342,0,32.21,0,89.9,401.9,401.9,27.7,34.3,32.2,TB,0,,NIOO,,Location 8,Free Practice 2
88,1,5,117,0,23.819,0,22.059,0,23.742,0,121.8,471.5,471.5,23.8,22.1,23.7,TB,0,,NIOO,,Location 8,Free Practice 2
88,1,6,67,0,25.402,0,22.134,0,24.02,0,118.5,543,543,25.4,22.1,24,TB,0,,NIOO,,Location 8,Free Practice 2
88,1,7,70,0,24.31,0,22.305,0,24.015,0,120,613.7,613.7,24.3,22.3,24,TB,0,,NIOO,,Location 8,Free Practice 2
88,1,8,83,0,24.417,0,22.07,0,24.106,0,120.1,684.3,684.3,24.4,22.1,24.1,TB,0,,NIOO,,Location 8,Free Practice 2
88,1,9,88,0,24.421,0,22.232,0,24.13,0,119.8,755,755,24.4,22.2,24.1,TB,0,,NIOO,,Location 8,Free Practice 2
88,1,10,86,0,24.355,0,24.35,0,223,0,31.2,1026.8,1026.8,24.4,24.4,223,TB,0,,NIOO,,Location 8,Free Practice 2
88,1,11,167,0,38.728,0,25.189,0,24,0,96.4,1114.7,1114.7,38.7,25.2,24,TB,204.4,,NIOO,235,Location 8,Free Practice 2
88,1,12,71,0,23.25,2,20.922,0,23.005,0,126.2,1181.8,1181.8,23.2,20.9,23,TB,0,,NIOO,250,Location 8,Free Practice 2
88,1,13,70,0,25.141,0,26.113,0,25.331,0,110.7,1258.4,1258.4,25.1,26.1,25.3,TB,0,,NIOO,,Location 8,Free Practice 2
88,1,14,141,0,23.631,0,21.57,0,23.493,0,123.4,1327.1,1327.1,23.6,21.6,23.5,TB,0,,NIOO,,Location 8,Free Practice 2
88,1,15,68,0,24.384,0,22.398,0,256.3,0,28,1630.2,1630.2,24.4,22.4,256.3,TB,0,,NIOO,,Location 8,Free Practice 2
88,1,16,68,0,36.684,0,23.272,0,25.153,0,99.6,1715.3,1715.3,36.7,23.3,25.2,TB,239.1,,NIOO,250,Location 8,Free Practice 2
88,1,17,75,2,23.293,0,20.852,2,22.908,2,126.4,1782.4,1782.4,23.3,20.9,22.9,TB,0,,NIOO,250,Location 8,Free Practice 2
88,1,18,142,0,24.765,0,22.289,0,24.18,0,119,1853.6,1853.6,24.8,22.3,24.2,TB,0,,NIOO,,Location 8,Free Practice 2
94,1,1,67,0,113.3,0,24.912,0,26.832,0,51.4,165,165,113.3,24.9,26.8,AL,81.8,,MAHINDRAd,,Location 8,Free Practice 2
94,1,2,67,0,23.539,0,21.506,0,23.427,0,123.8,233.5,233.5,23.5,21.5,23.4,AL,0,,MAHINDRAd,,Location 8,Free Practice 2
94,1,3,93,0,25.698,0,26.66,0,28.144,0,105.3,314,314,25.7,26.7,28.1,AL,0,,MAHINDRAd,,Location 8,Free Practice 2
94,1,4,69,0,24.581,0,25.148,0,24.673,0,113.9,388.4,388.4,24.6,25.1,24.7,AL,0,,MAHINDRAd,,Location 8,Free Practice 2
94,1,5,80,0,25.278,0,27.114,0,24.242,0,110.6,465,465,25.3,27.1,24.2,AL,0,,MAHINDRAd,,Location 8,Free Practice 2
94,1,6,70,0,24.239,0,22.054,0,23.941,0,120.7,535.3,535.3,24.2,22.1,23.9,AL,0,,MAHINDRAd,,Location 8,Free Practice 2
94,1,7,87,0,24.463,0,22.156,0,24.15,0,119.8,606,606,24.5,22.2,24.1,AL,0,,MAHINDRAd,,Location 8,Free Practice 2
94,1,8,71,0,24.25,0,22.014,0,24.095,0,120.5,676.4,676.4,24.2,22,24.1,AL,0,,MAHINDRAd,,Location 8,Free Practice 2
94,1,9,85,0,25.244,0,27.609,0,334.9,0,21.9,1064.1,1064.1,25.2,27.6,334.9,AL,0,,MAHINDRAd,,Location 8,Free Practice 2
94,1,10,75,0,31.8,0,25.256,0,25.581,0,102.6,1146.8,1146.8,31.8,25.3,25.6,AL,315.5,,MAHINDRAd,235,Location 8,Free Practice 2
94,1,11,82,0,23.24,0,20.963,0,22.913,0,126.3,1213.9,1213.9,23.2,21,22.9,AL,0,,MAHINDRAd,250,Location 8,Free Practice 2
94,1,12,96,0,26.299,0,25.828,0,427.1,0,17.7,1693.2,1693.2,26.3,25.8,427.1,AL,0,,MAHINDRAd,,Location 8,Free Practice 2
94,1,13,139,0,33.488,0,23.605,0,27.354,0,100.4,1777.6,1777.6,33.5,23.6,27.4,AL,408.2,,MAHINDRAd,250,Location 8,Free Practice 2
94,1,14,67,2,23.184,2,20.863,2,22.835,2,126.8,1844.5,1844.5,23.2,20.9,22.8,AL,0,,MAHINDRAd,250,Location 8,Free Practice 2
99,1,1,69,0,58.666,0,26.59,0,32.169,0,72.2,117.4,117.4,58.7,26.6,32.2,PWEHRL,24.9,,TAG ,,Location 8,Free Practice 2
99,1,2,70,0,25.149,0,24.962,0,35.163,0,99.4,202.7,202.7,25.1,25,35.2,PWEHRL,0,,TAG ,,Location 8,Free Practice 2
99,1,3,93,0,23.755,0,21.462,0,23.261,0,123.8,271.2,271.2,23.8,21.5,23.3,PWEHRL,0,,TAG ,,Location 8,Free Practice 2
99,1,4,75,0,26.735,0,27.404,0,409.2,0,18.3,734.5,734.5,26.7,27.4,409.2,PWEHRL,0,,TAG ,,Location 8,Free Practice 2
99,1,5,128,0,31.998,0,24.903,0,25.287,0,103.2,816.7,816.7,32,24.9,25.3,PWEHRL,389.9,,TAG ,235,Location 8,Free Practice 2
99,1,6,70,0,23.301,0,20.823,0,23.009,0,126.3,883.8,883.8,23.3,20.8,23,PWEHRL,0,,TAG ,250,Location 8,Free Practice 2
99,1,7,159,0,23.472,0,21.556,0,23.473,0,123.8,952.3,952.3,23.5,21.6,23.5,PWEHRL,0,,TAG ,235,Location 8,Free Practice 2
99,1,8,70,0,32.084,0,29.614,0,36.241,0,86.6,1050.2,1050.2,32.1,29.6,36.2,PWEHRL,0,,TAG ,,Location 8,Free Practice 2
99,1,9,70,0,23.588,0,21.468,0,23.576,0,123.5,1118.9,1118.9,23.6,21.5,23.6,PWEHRL,0,,TAG ,,Location 8,Free Practice 2
99,1,10,0,0,31.323,0,29.65,0,24.55,0,99.1,1204.4,1204.4,31.3,29.6,24.6,PWEHRL,0,,TAG ,,Location 8,Free Practice 2
99,1,11,82,0,23.745,0,21.426,0,23.385,0,123.7,1273,1273,23.7,21.4,23.4,PWEHRL,0,,TAG ,,Location 8,Free Practice 2
99,1,12,75,0,24.111,0,21.92,0,23.94,0,121.2,1342.9,1342.9,24.1,21.9,23.9,PWEHRL,0,,TAG ,,Location 8,Free Practice 2
99,1,13,67,0,24.166,0,22.076,0,24.051,0,120.6,1413.2,1413.2,24.2,22.1,24.1,PWEHRL,0,,TAG ,,Location 8,Free Practice 2
99,1,14,69,0,24.253,0,21.984,0,130.7,0,47.9,1590.1,1590.1,24.3,22,130.7,PWEHRL,0,,TAG ,,Location 8,Free Practice 2
99,1,15,69,0,33.361,0,23.346,0,26.683,0,101.7,1673.5,1673.5,33.4,23.3,26.7,PWEHRL,114.6,,TAG ,,Location 8,Free Practice 2
99,1,16,70,0,25.529,0,24.37,0,26.365,0,111.2,1749.8,1749.8,25.5,24.4,26.4,PWEHRL,0,,TAG ,250,Location 8,Free Practice 2
99,1,17,67,2,23.12,2,20.684,2,22.826,2,127.2,1816.4,1816.4,23.1,20.7,22.8,PWEHRL,0,,TAG ,250,Location 8,Free Practice 2
10,1,1,0,0,63.4,0,25.221,0,26.875,0,73.4,115.5,115.5,63.4,25.2,26.9,SB,28.3,,JR,,Location 8,Free Practice 1
10,1,2,94,0,26.264,0,25.701,0,52.02,0,81.5,219.5,219.5,26.3,25.7,52,SB,0,,JR,,Location 8,Free Practice 1
10,1,3,70,0,28.75,0,22.327,0,27.763,0,107.5,298.3,298.3,28.7,22.3,27.8,SB,0,,JR,,Location 8,Free Practice 1
10,1,4,68,0,24.709,0,22.291,0,24.059,0,119.3,369.4,369.4,24.7,22.3,24.1,SB,0,,JR,,Location 8,Free Practice 1
10,1,5,92,0,24.473,0,22.252,0,24.12,0,119.7,440.2,440.2,24.5,22.3,24.1,SB,0,,JR,,Location 8,Free Practice 1
10,1,6,76,0,24.577,0,22.082,0,24.241,0,119.6,511.1,511.1,24.6,22.1,24.2,SB,0,,JR,,Location 8,Free Practice 1
10,1,7,84,0,24.539,0,22.075,0,24.096,0,119.9,581.8,581.8,24.5,22.1,24.1,SB,0,,JR,,Location 8,Free Practice 1
10,1,8,71,0,24.584,0,22.176,0,24.155,0,119.6,652.7,652.7,24.6,22.2,24.2,SB,0,,JR,,Location 8,Free Practice 1
10,1,9,68,0,24.571,0,22.281,0,24.224,0,119.3,723.8,723.8,24.6,22.3,24.2,SB,0,,JR,,Location 8,Free Practice 1
